component,path,type,severity,line,details,suggestion
"GlassAnimatedNumber","components/data-display/GlassAnimatedNumber.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassAnimatedNumber","components/data-display/GlassAnimatedNumber.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassAvatar","components/data-display/GlassAvatar.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassAvatar","components/data-display/GlassAvatar.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassBadge","components/data-display/GlassBadge.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassBadge","components/data-display/GlassBadge.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassBadgeLine","components/data-display/GlassBadgeLine.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassChip","components/data-display/GlassChip.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassChip","components/data-display/GlassChip.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",34,"color: ${props => (props?.theme as any).colors?.text?.primary || '#000'}; // Use theme hook instead?","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",45,"color: ${props => (props?.theme as any).colors?.text?.secondary || '#555'};","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",58,"color: ${props => (props?.theme as any).colors?.text?.secondary || '#555'};","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",59,"border-bottom: 1px solid ${props => (props?.theme as any).colors?.divider || '#ccc'};","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",60,"background-color: ${props => (props?.theme as any).colors?.background?.level1 || '#f9f9f9'}; // Example background","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",67,"background-color: ${props => props.$isSortable ? ((props?.theme as any).colors?.action?.hover || '#f0f0f0') : 'transparent'};","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",74,"border-bottom: 1px solid ${props => (props?.theme as any).colors?.divider || '#eee'};","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",76,"color: ${props => (props?.theme as any).colors?.text?.primary || '#000'};","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",88,"color: ${props => (props?.theme as any).colors?.text?.disabled || '#aaa'};","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_radius","low",97,"border-radius: 3px;","Use --glass-radius-* CSS variables or AURA_GLASS.radii"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_color","medium",115,"props.$isPointerDragging ? ((props?.theme as any).colors?.action?.hover || '#f0f0f0') :","Use COLORS.* constants or CSS custom properties"
"GlassDataGrid","components/data-display/GlassDataGrid.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDataTable","components/data-display/GlassDataTable.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDataTable","components/data-display/GlassDataTable.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassDiffViewer","components/data-display/GlassDiffViewer.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDivider","components/data-display/GlassDivider.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassDivider","components/data-display/GlassDivider.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassGanttChart","components/data-display/GlassGanttChart.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassGanttChart","components/data-display/GlassGanttChart.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassGanttChart","components/data-display/GlassGanttChart.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassHeatmap","components/data-display/GlassHeatmap.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassHeatmap","components/data-display/GlassHeatmap.tsx","hardcoded_color","medium",97,"colorScale = { min: '#3B82F6', max: '#EF4444' },","Use COLORS.* constants or CSS custom properties"
"GlassHeatmap","components/data-display/GlassHeatmap.tsx","hardcoded_color","medium",301,"color: cell.normalizedValue > 0.5 ? '#ffffff' : '#000000',","Use COLORS.* constants or CSS custom properties"
"GlassHeatmap","components/data-display/GlassHeatmap.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassHeatmap","components/data-display/GlassHeatmap.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassKanbanBoard","components/data-display/GlassKanbanBoard.tsx","hardcoded_color","medium",367,"style={{ backgroundColor: column.color || '#6b7280' }}","Use COLORS.* constants or CSS custom properties"
"GlassKanbanBoard","components/data-display/GlassKanbanBoard.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassKanbanBoard","components/data-display/GlassKanbanBoard.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassLoadingSkeleton","components/data-display/GlassLoadingSkeleton.tsx","hardcoded_opacity","medium",75,"linear-gradient(135deg, rgba(255,255,255,0.015) 0%, rgba(255,255,255,0.005) 50%, rgba(255,255,255,0.015) 100%),","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassLoadingSkeleton","components/data-display/GlassLoadingSkeleton.tsx","hardcoded_opacity","medium",76,"linear-gradient(135deg, ${glassTokenUtils.getSurface('neutral', 'level1').border.color} 0%, rgba(147,51,234,0.1) 100%)","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassLoadingSkeleton","components/data-display/GlassLoadingSkeleton.tsx","hardcoded_opacity","medium",78,"border: '1px solid rgba(255,255,255,0.04)',","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassLoadingSkeleton","components/data-display/GlassLoadingSkeleton.tsx","hardcoded_opacity","medium",79,"boxShadow: '0 4px 16px rgba(0,0,0,0.1), 0 1px 0 rgba(255,255,255,0.03) inset'","Use --glass-opacity-* CSS variables or token-based rgba values"
"GlassLoadingSkeleton","components/data-display/GlassLoadingSkeleton.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassLoadingSkeleton","components/data-display/GlassLoadingSkeleton.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassMetricChip","components/data-display/GlassMetricChip.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMetricsGrid","components/data-display/GlassMetricsGrid.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassMetricsGrid","components/data-display/GlassMetricsGrid.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassNotificationCenter","components/data-display/GlassNotificationCenter.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassNotificationCenter","components/data-display/GlassNotificationCenter.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassNotificationCenter","components/data-display/GlassNotificationCenter.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassProgress","components/data-display/GlassProgress.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassProgress","components/data-display/GlassProgress.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSkeleton","components/data-display/GlassSkeleton.tsx","missing_aria","high",0,"Component has interactive elements but no ARIA attributes detected","Add aria-label, aria-labelledby, or aria-describedby for accessibility"
"GlassSkeleton","components/data-display/GlassSkeleton.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSkeleton","components/data-display/GlassSkeleton.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassSkeletonLoader","components/data-display/GlassSkeletonLoader.tsx","hardcoded_blur","high",149,"filter: 'blur(6px) saturate(120%)',","Use --glass-blur-* CSS variables or AURA_GLASS.surfaces[intent][elevation].backdropBlur"
"GlassSkeletonLoader","components/data-display/GlassSkeletonLoader.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassSkeletonLoader","components/data-display/GlassSkeletonLoader.tsx","hardcoded_animation","medium",0,"Component has animations without motion tokens","Use ANIMATION.DURATION.* and ANIMATION.EASING.* or --glass-motion-* CSS variables"
"GlassStatusDot","components/data-display/GlassStatusDot.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
"GlassTimeline","components/data-display/GlassTimeline.tsx","missing_contrast_guard","critical",0,"Component renders text over glass background without ContrastGuard","Wrap text content with ContrastGuard or use useAutoTextContrast hook"
